star_type,heat,predicted_heat,error,abs_error,pct_error
B8,84.4,84.65711878202917,0.2571187820291669,0.2571187820291669,0.304643106669629
B8,73.3,75.03362515351002,1.733625153510019,1.733625153510019,2.3651093499454556
B8,65.1,68.31031963750814,3.210319637508149,3.210319637508149,4.93136657067304
B8,46.2,52.39338307829992,6.193383078299917,6.193383078299917,13.405591078571247
F7,86.5,85.40213958096827,-1.0978604190317327,1.0978604190317327,1.2692027965684771
F7,71.5,71.47894141135878,-0.0210585886412246,0.0210585886412246,0.02945257152618825
F7,51.7,54.4549742659386,2.7549742659385927,2.7549742659385927,5.328770340306756
F7,44.2,47.79388487179998,3.593884871799979,3.593884871799979,8.130961248416241
F7,24.4,28.158337748047074,3.758337748047076,3.758337748047076,15.403023557569984
F7,15.2,17.198301316178448,1.9983013161784484,1.9983013161784484,13.146719185384528
A9,78.6,74.95721576473495,-3.64278423526504,3.64278423526504,4.6345855410496695
A9,77.7,74.04129084049667,-3.6587091595033314,3.6587091595033314,4.7087633970441845
A9,42.9,42.31758427344262,-0.5824157265573788,0.5824157265573788,1.3576124162176664
M2,98.3,97.7596009160853,-0.5403990839146928,0.5403990839146928,0.5497447445724241
M2,52.4,47.93568875525485,-4.464311244745147,4.464311244745147,8.519677947986922
M2,24.4,23.17704594819149,-1.2229540518085074,1.2229540518085074,5.012106769706998
M0,91.0,86.6461374468682,-4.353862553131805,4.353862553131805,4.784464344100884
M0,43.2,39.996264717029874,-3.203735282970129,3.203735282970129,7.416053895764187
